,name,marketshare,jurisdiction_alpha2,market,top_n,date
27,LeaseWeb Group,0.0053,NL,web_hosting,top_10k,2021-01-01 00:06:00
29,Linode,0.0049,US,web_hosting,top_10k,2021-01-01 00:06:00
30,HubSpot,0.0049,US,web_hosting,top_10k,2021-01-01 00:06:00
31,Rackspace,0.0046,US,web_hosting,top_10k,2021-01-01 00:06:00
32,Hurricane Electric,0.0046,US,web_hosting,top_10k,2021-01-01 00:06:00
33,Webflow,0.0044,US,web_hosting,top_10k,2021-01-01 00:06:00
34,CenturyLink,0.0044,US,web_hosting,top_10k,2021-01-01 00:06:00
35,China Mobile,0.0042,,web_hosting,top_10k,2021-01-01 00:06:00
36,GoDaddy Group,0.0040999999999999995,US,web_hosting,top_10k,2021-01-01 00:06:00
43,NTT Group,0.0040999999999999995,JP,web_hosting,top_10k,2021-01-01 00:06:00
49,KT Group,0.004,HK,web_hosting,top_10k,2021-01-01 00:06:00
52,XBT Holding,0.0038,US,web_hosting,top_10k,2021-01-01 00:06:00
58,Selectel,0.0034000000000000002,RU,web_hosting,top_10k,2021-01-01 00:06:00
59,Medium,0.0034000000000000002,,web_hosting,top_10k,2021-01-01 00:06:00
60,Kinsta,0.0033,US,web_hosting,top_10k,2021-01-01 00:06:00
61,Advanced Hosting,0.0033,NL,web_hosting,top_10k,2021-01-01 00:06:00
62,United Internet,0.0032,DE,web_hosting,top_10k,2021-01-01 00:06:00
68,Internap Group,0.0029,US,web_hosting,top_10k,2021-01-01 00:06:00
71,Sakura,0.0029,JP,web_hosting,top_10k,2021-01-01 00:06:00
72,Newfold Digital,0.0028000000000000004,US,web_hosting,top_10k,2021-01-01 00:06:00
80,IBM,0.0027,US,web_hosting,top_10k,2021-01-01 00:06:00
81,GitHub,0.0027,US,web_hosting,top_10k,2021-01-01 00:06:00
82,Vercel,0.0027,US,web_hosting,top_10k,2021-01-01 00:06:00
83,Internet Initiative Japan,0.0027,,web_hosting,top_10k,2021-01-01 00:06:00
84,Squarespace,0.0026,US,web_hosting,top_10k,2021-01-01 00:06:00
85,LG Group,0.0026,KR,web_hosting,top_10k,2021-01-01 00:06:00
87,Neustar,0.0026,,web_hosting,top_10k,2021-01-01 00:06:00
88,Scaleway,0.0023,FR,web_hosting,top_10k,2021-01-01 00:06:00
89,Oracle,0.0023,US,web_hosting,top_10k,2021-01-01 00:06:00
90,Liquid Web,0.0022,US,web_hosting,top_10k,2021-01-01 00:06:00
91,SH.cz,0.0022,,web_hosting,top_10k,2021-01-01 00:06:00
92,Chunghwa Telecom,0.002,TW,web_hosting,top_10k,2021-01-01 00:06:00
93,IDC Frontier,0.002,JP,web_hosting,top_10k,2021-01-01 00:06:00
94,UCloud,0.002,,web_hosting,top_10k,2021-01-01 00:06:00
95,Pagely,0.002,,web_hosting,top_10k,2021-01-01 00:06:00
96,Telefónica Group,0.0018,ES,web_hosting,top_10k,2021-01-01 00:06:00
103,VNPT,0.0017000000000000001,VN,web_hosting,top_10k,2021-01-01 00:06:00
104,SK Group,0.0017000000000000001,KR,web_hosting,top_10k,2021-01-01 00:06:00
108,Vodafone,0.0017000000000000001,GB,web_hosting,top_10k,2021-01-01 00:06:00
109,CSC,0.0017000000000000001,US,web_hosting,top_10k,2021-01-01 00:06:00
110,Yandex,0.0017000000000000001,RU,web_hosting,top_10k,2021-01-01 00:06:00
111,Hivelocity,0.0016,US,web_hosting,top_10k,2021-01-01 00:06:00
112,Deutsche Telekom Group,0.0015,DE,web_hosting,top_10k,2021-01-01 00:06:00
118,Equinix,0.0015,,web_hosting,top_10k,2021-01-01 00:06:00
119,SiteGround,0.0014000000000000002,BG,web_hosting,top_10k,2021-01-01 00:06:00
120,Choopa,0.0014000000000000002,US,web_hosting,top_10k,2021-01-01 00:06:00
121,GMO Internet Group,0.0014000000000000002,JP,web_hosting,top_10k,2021-01-01 00:06:00
128,Heroku,0.0014000000000000002,US,web_hosting,top_10k,2021-01-01 00:06:00
129,AT&T,0.0014000000000000002,US,web_hosting,top_10k,2021-01-01 00:06:00
130,Performive,0.0014000000000000002,,web_hosting,top_10k,2021-01-01 00:06:00
131,Afranet,0.0014000000000000002,IR,web_hosting,top_10k,2021-01-01 00:06:00
132,REG.RU,0.0012,RU,web_hosting,top_10k,2021-01-01 00:06:00
133,InMotion,0.0012,US,web_hosting,top_10k,2021-01-01 00:06:00
134,Zoho,0.0012,,web_hosting,top_10k,2021-01-01 00:06:00
135,XServer,0.0011,JP,web_hosting,top_10k,2021-01-01 00:06:00
136,Pars Online,0.0011,MY,web_hosting,top_10k,2021-01-01 00:06:00
137,Serverel,0.0011,US,web_hosting,top_10k,2021-01-01 00:06:00
138,Delta Telecom,0.0011,,web_hosting,top_10k,2021-01-01 00:06:00
139,Namecheap,0.001,US,web_hosting,top_10k,2021-01-01 00:06:00
140,team.blue,0.001,DK,web_hosting,top_10k,2021-01-01 00:06:00
145,DreamHost,0.001,US,web_hosting,top_10k,2021-01-01 00:06:00
146,Contabo,0.001,DE,web_hosting,top_10k,2021-01-01 00:06:00
147,Aruba Group,0.001,IT,web_hosting,top_10k,2021-01-01 00:06:00
149,Cnservers,0.001,,web_hosting,top_10k,2021-01-01 00:06:00
150,NFOrce Entertainment,0.001,,web_hosting,top_10k,2021-01-01 00:06:00
151,KDDI Group,0.0009,US,web_hosting,top_10k,2021-01-01 00:06:00
153,Wix,0.0008,IL,web_hosting,top_10k,2021-01-01 00:06:00
154,Radore,0.0008,TR,web_hosting,top_10k,2021-01-01 00:06:00
155,Pars Parva System,0.0008,IR,web_hosting,top_10k,2021-01-01 00:06:00
156,PhoenixNAP,0.0008,US,web_hosting,top_10k,2021-01-01 00:06:00
157,Rostelecom Group,0.0008,RU,web_hosting,top_10k,2021-01-01 00:06:00
160,QuadraNet,0.0008,US,web_hosting,top_10k,2021-01-01 00:06:00
161,Pair Networks,0.0008,US,web_hosting,top_10k,2021-01-01 00:06:00
162,Baidu,0.0008,,web_hosting,top_10k,2021-01-01 00:06:00
163,Presslabs,0.0008,,web_hosting,top_10k,2021-01-01 00:06:00
164,A2 Hosting,0.0007000000000000001,US,web_hosting,top_10k,2021-01-01 00:06:00
165,Bigcommerce,0.0007000000000000001,US,web_hosting,top_10k,2021-01-01 00:06:00
166,THG Hosting,0.0007000000000000001,GB,web_hosting,top_10k,2021-01-01 00:06:00
171,Cogent,0.0007000000000000001,US,web_hosting,top_10k,2021-01-01 00:06:00
172,First Colo,0.0007000000000000001,US,web_hosting,top_10k,2021-01-01 00:06:00
173,HKBN,0.0007000000000000001,,web_hosting,top_10k,2021-01-01 00:06:00
174,Teléfonos de México,0.0007000000000000001,,web_hosting,top_10k,2021-01-01 00:06:00
175,NetEase,0.0007000000000000001,,web_hosting,top_10k,2021-01-01 00:06:00
176,Wikimedia,0.0007000000000000001,US,web_hosting,top_10k,2021-01-01 00:06:00
177,Hostinger,0.0006,CY,web_hosting,top_10k,2021-01-01 00:06:00
178,FirstVDS,0.0006,RU,web_hosting,top_10k,2021-01-01 00:06:00
179,Tilda,0.0006,GB,web_hosting,top_10k,2021-01-01 00:06:00
180,FPT,0.0006,VN,web_hosting,top_10k,2021-01-01 00:06:00
181,Ntirety,0.0006,US,web_hosting,top_10k,2021-01-01 00:06:00
182,Cogeco Group,0.0006,CA,web_hosting,top_10k,2021-01-01 00:06:00
184,CtrlS,0.0006,IN,web_hosting,top_10k,2021-01-01 00:06:00
185,Telia Company Group,0.0006,SE,web_hosting,top_10k,2021-01-01 00:06:00
189,Codero,0.0006,,web_hosting,top_10k,2021-01-01 00:06:00
190,Limestone Networks,0.0006,,web_hosting,top_10k,2021-01-01 00:06:00
191,Claranet,0.0006,,web_hosting,top_10k,2021-01-01 00:06:00
192,Platform.sh,0.0006,,web_hosting,top_10k,2021-01-01 00:06:00
193,Gruppo TIM,0.0006,,web_hosting,top_10k,2021-01-01 00:06:00
194,ServerStack,0.0006,,web_hosting,top_10k,2021-01-01 00:06:00
195,PrivateSystems,0.0005,GB,web_hosting,top_10k,2021-01-01 00:06:00
196,Viettel,0.0005,VN,web_hosting,top_10k,2021-01-01 00:06:00
197,Tebyan,0.0005,IR,web_hosting,top_10k,2021-01-01 00:06:00
198,MiroHost,0.0005,UA,web_hosting,top_10k,2021-01-01 00:06:00
199,M247,0.0005,,web_hosting,top_10k,2021-01-01 00:06:00
200,Gainet,0.0005,,web_hosting,top_10k,2021-01-01 00:06:00
201,Swisscom Group,0.0005,,web_hosting,top_10k,2021-01-01 00:06:00
204,Colt,0.0005,,web_hosting,top_10k,2021-01-01 00:06:00
205,Voxility,0.0005,US,web_hosting,top_10k,2021-01-01 00:06:00
206,Virtual Systems,0.0005,,web_hosting,top_10k,2021-01-01 00:06:00
207,Mail.Ru,0.0005,RU,web_hosting,top_10k,2021-01-01 00:06:00
208,Forthnet,0.0005,,web_hosting,top_10k,2021-01-01 00:06:00
209,RBC Group,0.0003,RU,web_hosting,top_10k,2021-01-01 00:06:00
212,Cloudways,0.0003,MT,web_hosting,top_10k,2021-01-01 00:06:00
213,Steadfast,0.0003,US,web_hosting,top_10k,2021-01-01 00:06:00
214,FastVPS,0.0003,EE,web_hosting,top_10k,2021-01-01 00:06:00
215,uKit Group,0.0003,RU,web_hosting,top_10k,2021-01-01 00:06:00
217,UpCloud,0.0003,FI,web_hosting,top_10k,2021-01-01 00:06:00
218,PS Internet Company,0.0003,KZ,web_hosting,top_10k,2021-01-01 00:06:00
219,Zomro,0.0003,UA,web_hosting,top_10k,2021-01-01 00:06:00
220,Hostiran,0.0003,IR,web_hosting,top_10k,2021-01-01 00:06:00
221,ServerCentral,0.0003,US,web_hosting,top_10k,2021-01-01 00:06:00
222,Flexential,0.0003,US,web_hosting,top_10k,2021-01-01 00:06:00
223,MojoHost,0.0003,,web_hosting,top_10k,2021-01-01 00:06:00
224,GigeNET,0.0003,,web_hosting,top_10k,2021-01-01 00:06:00
225,Kazakhtelecom Group,0.0003,,web_hosting,top_10k,2021-01-01 00:06:00
227,Eurofiber Group,0.0003,,web_hosting,top_10k,2021-01-01 00:06:00
229,Grupo GTD,0.0003,,web_hosting,top_10k,2021-01-01 00:06:00
231,OTE,0.0003,,web_hosting,top_10k,2021-01-01 00:06:00
232,Noris network,0.0003,,web_hosting,top_10k,2021-01-01 00:06:00
233,DEAC,0.0003,,web_hosting,top_10k,2021-01-01 00:06:00
234,Neterra,0.0003,,web_hosting,top_10k,2021-01-01 00:06:00
235,Telecom Egypt,0.0003,,web_hosting,top_10k,2021-01-01 00:06:00
236,Atos Group,0.0003,,web_hosting,top_10k,2021-01-01 00:06:00
238,Cisco,0.0003,,web_hosting,top_10k,2021-01-01 00:06:00
239,Apple,0.0003,US,web_hosting,top_10k,2021-01-01 00:06:00
240,Weebly,0.0002,US,web_hosting,top_10k,2021-01-01 00:06:00
241,Mihan,0.0002,IN,web_hosting,top_10k,2021-01-01 00:06:00
242,Duda,0.0002,US,web_hosting,top_10k,2021-01-01 00:06:00
243,Enartia Group,0.0002,CY,web_hosting,top_10k,2021-01-01 00:06:00
246,iomart Group,0.0002,GB,web_hosting,top_10k,2021-01-01 00:06:00
248,Nexcess,0.0002,US,web_hosting,top_10k,2021-01-01 00:06:00
249,WPX Hosting,0.0002,BG,web_hosting,top_10k,2021-01-01 00:06:00
250,Masterhost,0.0002,RU,web_hosting,top_10k,2021-01-01 00:06:00
251,BanaHosting,0.0002,US,web_hosting,top_10k,2021-01-01 00:06:00
252,Exabytes Group,0.0002,MY,web_hosting,top_10k,2021-01-01 00:06:00
254,TierPoint,0.0002,US,web_hosting,top_10k,2021-01-01 00:06:00
255,Faraso Samaneh Pasargad,0.0002,IR,web_hosting,top_10k,2021-01-01 00:06:00
256,Confluence-Networks,0.0002,US,web_hosting,top_10k,2021-01-01 00:06:00
257,EuroByte,0.0002,,web_hosting,top_10k,2021-01-01 00:06:00
258,Hostiserver,0.0002,CY,web_hosting,top_10k,2021-01-01 00:06:00
259,Cafe24,0.0002,JP,web_hosting,top_10k,2021-01-01 00:06:00
260,VSHosting,0.0002,CZ,web_hosting,top_10k,2021-01-01 00:06:00
261,Dinahosting,0.0002,ES,web_hosting,top_10k,2021-01-01 00:06:00
262,Comcast,0.0002,,web_hosting,top_10k,2021-01-01 00:06:00
263,Master Internet,0.0002,US,web_hosting,top_10k,2021-01-01 00:06:00
264,Psychz,0.0002,US,web_hosting,top_10k,2021-01-01 00:06:00
265,Atman,0.0002,,web_hosting,top_10k,2021-01-01 00:06:00
266,WorldStream,0.0002,,web_hosting,top_10k,2021-01-01 00:06:00
267,SiteSell,0.0002,,web_hosting,top_10k,2021-01-01 00:06:00
268,Tucows Group,0.0002,US,web_hosting,top_10k,2021-01-01 00:06:00
271,Expedient,0.0002,,web_hosting,top_10k,2021-01-01 00:06:00
272,KPN Group,0.0002,,web_hosting,top_10k,2021-01-01 00:06:00
275,Casablanca,0.0002,,web_hosting,top_10k,2021-01-01 00:06:00
276,Internet Thailand,0.0002,TH,web_hosting,top_10k,2021-01-01 00:06:00
277,GleSYS,0.0002,,web_hosting,top_10k,2021-01-01 00:06:00
278,Liberty Global Group,0.0002,,web_hosting,top_10k,2021-01-01 00:06:00
281,New World Telecom,0.0002,,web_hosting,top_10k,2021-01-01 00:06:00
282,Sharktech,0.0002,,web_hosting,top_10k,2021-01-01 00:06:00
283,GlobalConnect,0.0002,,web_hosting,top_10k,2021-01-01 00:06:00
284,NetSuite,0.0002,,web_hosting,top_10k,2021-01-01 00:06:00
285,Irideos,0.0002,,web_hosting,top_10k,2021-01-01 00:06:00
286,True,0.0002,,web_hosting,top_10k,2021-01-01 00:06:00
287,Telekomunikasi Indonesia,0.0002,,web_hosting,top_10k,2021-01-01 00:06:00
288,Ning,0.0002,,web_hosting,top_10k,2021-01-01 00:06:00
289,Biglobe,0.0002,,web_hosting,top_10k,2021-01-01 00:06:00
290,ETECSA,0.0002,,web_hosting,top_10k,2021-01-01 00:06:00
291,Turkmentelecom,0.0002,,web_hosting,top_10k,2021-01-01 00:06:00
292,Hewlett-Packard,0.0002,US,web_hosting,top_10k,2021-01-01 00:06:00
293,TimeWeb,0.0001,RU,web_hosting,top_10k,2021-01-01 00:06:00
294,Aerotek,0.0001,US,web_hosting,top_10k,2021-01-01 00:06:00
295,PA Vietnam,0.0001,VN,web_hosting,top_10k,2021-01-01 00:06:00
296,Xneelo,0.0001,ZA,web_hosting,top_10k,2021-01-01 00:06:00
297,Prom.ua,0.0001,UA,web_hosting,top_10k,2021-01-01 00:06:00
298,Hoster.by,0.0001,BY,web_hosting,top_10k,2021-01-01 00:06:00
299,CS LoxInfo,0.0001,TH,web_hosting,top_10k,2021-01-01 00:06:00
300,InterServer,0.0001,US,web_hosting,top_10k,2021-01-01 00:06:00
301,One.com,0.0001,DK,web_hosting,top_10k,2021-01-01 00:06:00
302,Serverpars,0.0001,IR,web_hosting,top_10k,2021-01-01 00:06:00
303,Veridyen,0.0001,TR,web_hosting,top_10k,2021-01-01 00:06:00
304,Infomaniak,0.0001,CH,web_hosting,top_10k,2021-01-01 00:06:00
305,UKFast,0.0001,GB,web_hosting,top_10k,2021-01-01 00:06:00
306,Web Werks,0.0001,IN,web_hosting,top_10k,2021-01-01 00:06:00
307,Gandi,0.0001,FR,web_hosting,top_10k,2021-01-01 00:06:00
308,CAT Telecom,0.0001,TH,web_hosting,top_10k,2021-01-01 00:06:00
309,Beltelecom,0.0001,BY,web_hosting,top_10k,2021-01-01 00:06:00
310,Interneto Vizija,0.0001,LT,web_hosting,top_10k,2021-01-01 00:06:00
311,Netdirekt,0.0001,US,web_hosting,top_10k,2021-01-01 00:06:00
312,ColoCrossing,0.0001,US,web_hosting,top_10k,2021-01-01 00:06:00
313,Locaweb,0.0001,BR,web_hosting,top_10k,2021-01-01 00:06:00
314,Cybercon,0.0001,US,web_hosting,top_10k,2021-01-01 00:06:00
315,Bezeq Group,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
317,CDmon,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
318,Cellcom,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
319,Hostpoint,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
320,Hostwinds,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
321,Digital Energy Technologies,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
322,Romarg,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
323,WebSupport,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
324,Lightspeed,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
325,Kagoya,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
326,Seeweb,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
327,EGIHosting,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
328,TheGigabit,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
329,Filanco,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
330,Beon Intermedia,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
331,PTisp,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
332,VTEX,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
333,Comvive,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
334,Sedmi Odjel,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
335,Serverius,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
336,Profihost,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
337,WhoGoHost,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
338,A1 Telekom Austria Group,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
340,Nessus,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
341,IQ PL,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
342,WebNX,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
343,Cincinnati Bell Group,0.0001,US,web_hosting,top_10k,2021-01-01 00:06:00
345,Pressidium,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
346,Alwaysdata,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
347,Webnode,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
348,Webglobe-Yegon,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
349,Deninet,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
350,Lancom,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
351,CITIC Group,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
353,Swan,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
354,Universo Online,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
355,Kamatera,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
356,Atlantic Metro,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
357,Optimum,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
358,Telecom Algeria,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
359,GTT,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
360,Advania,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
361,Website Pro,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
362,National DC Mongolia,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
363,Datagroup,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
364,Prometey,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
365,NetCologne,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
366,Core-Backbone,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
367,RackSRV,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
368,ElCat,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
369,Eweka,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
370,SK Communications,0.0001,,web_hosting,top_10k,2021-01-01 00:06:00
0,United States,0.524,US,server_locations,top_1k,2021-01-01 00:06:00
2,Germany,0.263,DE,server_locations,top_1k,2021-01-01 00:06:00
3,China,0.152,CN,server_locations,top_1k,2021-01-01 00:06:00
6,France,0.133,FR,server_locations,top_1k,2021-01-01 00:06:00
8,Russian Federation,0.10300000000000001,RU,server_locations,top_1k,2021-01-01 00:06:00
9,United Kingdom,0.057999999999999996,GB,server_locations,top_1k,2021-01-01 00:06:00
11,Japan,0.051,JP,server_locations,top_1k,2021-01-01 00:06:00
12,Netherlands,0.049,NL,server_locations,top_1k,2021-01-01 00:06:00
14,Singapore,0.049,SG,server_locations,top_1k,2021-01-01 00:06:00
15,Italy,0.045,IT,server_locations,top_1k,2021-01-01 00:06:00
16,Ireland,0.038,IE,server_locations,top_1k,2021-01-01 00:06:00
17,Iran,0.025,IR,server_locations,top_1k,2021-01-01 00:06:00
18,Austria,0.024,AT,server_locations,top_1k,2021-01-01 00:06:00
19,India,0.021,IN,server_locations,top_1k,2021-01-01 00:06:00
20,Sweden,0.021,SE,server_locations,top_1k,2021-01-01 00:06:00
21,South Korea,0.02,KR,server_locations,top_1k,2021-01-01 00:06:00
22,Taiwan,0.018000000000000002,TW,server_locations,top_1k,2021-01-01 00:06:00
23,Canada,0.015,CA,server_locations,top_1k,2021-01-01 00:06:00
24,Belgium,0.013000000000000001,BE,server_locations,top_1k,2021-01-01 00:06:00
25,Turkey,0.011000000000000001,TR,server_locations,top_1k,2021-01-01 00:06:00
26,Switzerland,0.011000000000000001,CH,server_locations,top_1k,2021-01-01 00:06:00
27,Hungary,0.011000000000000001,HU,server_locations,top_1k,2021-01-01 00:06:00
28,Indonesia,0.008,ID,server_locations,top_1k,2021-01-01 00:06:00
29,Poland,0.008,PL,server_locations,top_1k,2021-01-01 00:06:00
30,Czech Republic,0.008,CZ,server_locations,top_1k,2021-01-01 00:06:00
31,Spain,0.006999999999999999,ES,server_locations,top_1k,2021-01-01 00:06:00
32,United Arab Emirates,0.006,AE,server_locations,top_1k,2021-01-01 00:06:00
33,Brazil,0.004,BR,server_locations,top_1k,2021-01-01 00:06:00
34,Venezuela,0.004,VE,server_locations,top_1k,2021-01-01 00:06:00
35,Viet Nam,0.003,VN,server_locations,top_1k,2021-01-01 00:06:00
36,Finland,0.003,FI,server_locations,top_1k,2021-01-01 00:06:00
38,Kazakhstan,0.003,KZ,server_locations,top_1k,2021-01-01 00:06:00
39,Chile,0.003,CL,server_locations,top_1k,2021-01-01 00:06:00
40,Luxembourg,0.003,LU,server_locations,top_1k,2021-01-01 00:06:00
41,Australia,0.001,AU,server_locations,top_1k,2021-01-01 00:06:00
42,Thailand,0.001,TH,server_locations,top_1k,2021-01-01 00:06:00
43,Israel,0.001,IL,server_locations,top_1k,2021-01-01 00:06:00
44,Denmark,0.001,DK,server_locations,top_1k,2021-01-01 00:06:00
46,Greece,0.001,GR,server_locations,top_1k,2021-01-01 00:06:00
47,Malaysia,0.001,MY,server_locations,top_1k,2021-01-01 00:06:00
48,Argentina,0.001,AR,server_locations,top_1k,2021-01-01 00:06:00
49,Slovakia,0.001,SK,server_locations,top_1k,2021-01-01 00:06:00
50,Norway,0.001,NO,server_locations,top_1k,2021-01-01 00:06:00
51,Iceland,0.001,IS,server_locations,top_1k,2021-01-01 00:06:00
52,Bosnia and Herzegovina,0.001,BA,server_locations,top_1k,2021-01-01 00:06:00
53,Seychelles,0.001,SC,server_locations,top_1k,2021-01-01 00:06:00
54,Angola,0.001,AO,server_locations,top_1k,2021-01-01 00:06:00
0,Amazon,0.24600000000000002,US,web_hosting,top_1k,2021-01-01 00:06:00
1,Google,0.09300000000000001,US,web_hosting,top_1k,2021-01-01 00:06:00
2,Zendesk,0.06,,web_hosting,top_1k,2021-01-01 00:06:00
3,Alibaba,0.055,CN,web_hosting,top_1k,2021-01-01 00:06:00
4,China Telecom,0.038,CN,web_hosting,top_1k,2021-01-01 00:06:00
5,WP Engine Group,0.022000000000000002,,web_hosting,top_1k,2021-01-01 00:06:00
8,Tencent,0.022000000000000002,CN,web_hosting,top_1k,2021-01-01 00:06:00
9,China Unicom,0.022000000000000002,CN,web_hosting,top_1k,2021-01-01 00:06:00
10,Microsoft,0.021,US,web_hosting,top_1k,2021-01-01 00:06:00
11,Salesforce,0.021,,web_hosting,top_1k,2021-01-01 00:06:00
12,Verizon Group,0.019,US,web_hosting,top_1k,2021-01-01 00:06:00
16,Shopify,0.015,CA,web_hosting,top_1k,2021-01-01 00:06:00
17,Automattic Group,0.013999999999999999,US,web_hosting,top_1k,2021-01-01 00:06:00
20,OVH,0.013000000000000001,FR,web_hosting,top_1k,2021-01-01 00:06:00
21,Hetzner,0.012,DE,web_hosting,top_1k,2021-01-01 00:06:00
22,Acquia,0.011000000000000001,,web_hosting,top_1k,2021-01-01 00:06:00
23,CenturyLink,0.01,US,web_hosting,top_1k,2021-01-01 00:06:00
24,China Mobile,0.009000000000000001,,web_hosting,top_1k,2021-01-01 00:06:00
25,Asiatech,0.006999999999999999,IN,web_hosting,top_1k,2021-01-01 00:06:00
26,Pantheon,0.006999999999999999,US,web_hosting,top_1k,2021-01-01 00:06:00
27,Medium,0.006999999999999999,,web_hosting,top_1k,2021-01-01 00:06:00
28,NTT Group,0.005,JP,web_hosting,top_1k,2021-01-01 00:06:00
31,HubSpot,0.005,US,web_hosting,top_1k,2021-01-01 00:06:00
32,Squarespace,0.004,US,web_hosting,top_1k,2021-01-01 00:06:00
33,Rackspace,0.004,US,web_hosting,top_1k,2021-01-01 00:06:00
34,LeaseWeb Group,0.004,NL,web_hosting,top_1k,2021-01-01 00:06:00
36,Oracle,0.004,US,web_hosting,top_1k,2021-01-01 00:06:00
37,Newfold Digital,0.003,US,web_hosting,top_1k,2021-01-01 00:06:00
41,GoDaddy Group,0.003,US,web_hosting,top_1k,2021-01-01 00:06:00
44,United Internet,0.003,DE,web_hosting,top_1k,2021-01-01 00:06:00
46,IBM,0.003,US,web_hosting,top_1k,2021-01-01 00:06:00
47,GitHub,0.003,US,web_hosting,top_1k,2021-01-01 00:06:00
48,Kinsta,0.003,US,web_hosting,top_1k,2021-01-01 00:06:00
49,Chunghwa Telecom,0.003,TW,web_hosting,top_1k,2021-01-01 00:06:00
50,KT Group,0.003,HK,web_hosting,top_1k,2021-01-01 00:06:00
52,XBT Holding,0.003,US,web_hosting,top_1k,2021-01-01 00:06:00
55,Pars Online,0.003,MY,web_hosting,top_1k,2021-01-01 00:06:00
56,SK Group,0.003,KR,web_hosting,top_1k,2021-01-01 00:06:00
59,IDC Frontier,0.003,JP,web_hosting,top_1k,2021-01-01 00:06:00
60,Performive,0.003,,web_hosting,top_1k,2021-01-01 00:06:00
61,Afranet,0.003,IR,web_hosting,top_1k,2021-01-01 00:06:00
62,Baidu,0.003,,web_hosting,top_1k,2021-01-01 00:06:00
63,Neustar,0.003,,web_hosting,top_1k,2021-01-01 00:06:00
64,Wikimedia,0.003,US,web_hosting,top_1k,2021-01-01 00:06:00
65,Wix,0.002,IL,web_hosting,top_1k,2021-01-01 00:06:00
66,Netlify,0.002,US,web_hosting,top_1k,2021-01-01 00:06:00
67,Webflow,0.002,US,web_hosting,top_1k,2021-01-01 00:06:00
68,AT&T,0.002,US,web_hosting,top_1k,2021-01-01 00:06:00
69,Hurricane Electric,0.002,US,web_hosting,top_1k,2021-01-01 00:06:00
70,Comcast,0.002,,web_hosting,top_1k,2021-01-01 00:06:00
71,SH.cz,0.002,,web_hosting,top_1k,2021-01-01 00:06:00
72,Yandex,0.002,RU,web_hosting,top_1k,2021-01-01 00:06:00
73,Grupo GTD,0.002,,web_hosting,top_1k,2021-01-01 00:06:00
75,Mail.Ru,0.002,RU,web_hosting,top_1k,2021-01-01 00:06:00
76,ServerStack,0.002,,web_hosting,top_1k,2021-01-01 00:06:00
77,Cisco,0.002,,web_hosting,top_1k,2021-01-01 00:06:00
